binName, varBitrate, varBitrateSpatial, varMV, varMVSpatial, varMvdBits, varMvdBitsSpatial
test/1.bin,0.251,0.190,0.182,0.136,0.003,0.002
test/1.bin,0.242,0.180,0.145,0.270,0.003,0.002
test/1.bin,0.236,0.171,0.507,0.681,0.004,0.002
test/1.bin,0.202,0.161,0.362,0.864,0.003,0.001
test/1.bin,0.205,0.151,0.223,0.452,0.004,0.002
test/1.bin,0.182,0.142,0.023,0.035,0.003,0.001
test/1.bin,0.174,0.136,0.037,0.052,0.003,0.001
test/1.bin,0.170,0.127,0.284,0.956,0.003,0.001
test/1.bin,0.139,0.117,0.124,0.292,0.002,0.001
test/1.bin,0.127,0.109,0.060,0.102,0.002,0.001
test/1.bin,0.128,0.101,0.037,0.067,0.003,0.001
test/1.bin,0.124,0.095,0.052,0.098,0.002,0.001
test/1.bin,0.106,0.089,0.107,0.261,0.002,0.001
test/1.bin,0.098,0.080,0.062,0.136,0.002,0.001
test/1.bin,0.091,0.075,0.081,0.171,0.002,0.001
test/1.bin,0.079,0.068,0.063,0.127,0.002,0.001
test/1.bin,0.076,0.062,0.046,0.111,0.002,0.001
test/1.bin,0.064,0.057,0.121,0.274,0.002,0.001
test/1.bin,2.597,6.341,1.375,0.509,0.011,0.002
test/1.bin,2.324,5.178,3.694,2.658,0.010,0.002
test/1.bin,2.057,4.132,8.890,6.371,0.010,0.002
test/1.bin,1.875,3.284,0.966,0.218,0.009,0.001
test/1.bin,1.690,2.496,3.801,2.669,0.008,0.002
test/1.bin,1.549,2.057,10.489,6.871,0.008,0.001
test/1.bin,1.434,1.600,3.175,0.971,0.007,0.001
test/1.bin,1.302,1.214,13.415,4.028,0.008,0.001
test/1.bin,1.194,0.950,9.765,3.926,0.006,0.001
test/1.bin,1.096,0.703,10.199,4.228,0.005,0.001
test/1.bin,1.000,0.479,15.045,4.771,0.003,0.001
test/1.bin,0.901,0.357,11.854,4.548,0.004,0.001
test/1.bin,0.853,0.310,10.519,4.022,0.004,0.001
test/1.bin,0.765,0.280,11.901,6.895,0.003,0.001
test/1.bin,0.704,0.261,21.056,8.075,0.002,0.001
test/1.bin,0.644,0.244,15.104,6.414,0.002,0.001
test/1.bin,0.586,0.210,14.552,6.371,0.001,0.001
test/1.bin,0.513,0.194,16.313,5.770,0.002,0.001
test/1.bin,0.452,0.170,22.945,16.715,0.002,0.001
test/1.bin,0.418,0.162,10.956,4.328,0.002,0.001
test/1.bin,0.349,0.134,19.185,16.775,0.001,0.001
test/1.bin,0.321,0.128,9.783,4.499,0.001,0.001
test/1.bin,0.295,0.123,9.783,4.499,0.001,0.001
test/1.bin,0.269,0.115,6.971,6.312,0.001,0.000
test/1.bin,0.246,0.102,6.971,6.312,0.001,0.000
test/1.bin,0.229,0.093,4.292,2.261,0.001,0.000
test/1.bin,0.207,0.084,5.573,2.104,0.002,0.001
test/1.bin,0.177,0.066,11.952,5.139,0.001,0.001
test/1.bin,0.160,0.044,14.124,7.197,0.002,0.001
test/1.bin,0.140,0.038,13.180,4.455,0.002,0.001
test/1.bin,0.132,0.034,11.934,4.415,0.001,0.001
test/1.bin,0.126,0.034,13.098,4.486,0.001,0.001
test/1.bin,0.098,0.025,11.701,4.401,0.001,0.001
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,-nan,-nan,-nan,-nan,-nan,-nan
test/1.bin,5.526,7.516,8.169,10.410,0.142,0.171
test/1.bin,4.775,6.635,5.185,6.256,0.131,0.154
test/1.bin,4.171,5.868,4.554,6.685,0.122,0.143
test/1.bin,3.601,5.173,5.597,8.165,0.114,0.133
test/1.bin,3.086,4.527,5.054,8.144,0.104,0.122
test/1.bin,2.638,3.960,4.977,7.424,0.094,0.114
test/1.bin,2.241,3.425,5.728,7.755,0.085,0.105
test/1.bin,1.890,2.968,5.728,7.557,0.077,0.097
test/1.bin,1.606,2.558,6.178,8.119,0.068,0.091
test/1.bin,1.342,2.183,6.250,9.687,0.062,0.083
test/1.bin,1.115,1.874,6.124,9.991,0.055,0.076
test/1.bin,0.938,1.584,5.943,12.126,0.048,0.069
test/1.bin,0.773,1.354,6.690,13.032,0.042,0.062
test/1.bin,0.648,1.152,5.518,12.629,0.038,0.057
test/1.bin,0.539,0.979,8.572,20.119,0.032,0.051
test/1.bin,0.443,0.827,13.416,26.334,0.028,0.045
test/1.bin,0.363,0.700,9.811,20.987,0.023,0.040
test/1.bin,0.298,0.604,8.733,30.281,0.019,0.035
test/1.bin,0.247,0.518,17.671,52.336,0.017,0.031
test/1.bin,0.205,0.445,16.902,54.799,0.013,0.027
test/1.bin,0.166,0.381,17.066,60.548,0.013,0.024
test/1.bin,0.138,0.327,20.632,72.881,0.011,0.021
test/1.bin,0.120,0.290,17.945,69.840,0.009,0.018
test/1.bin,0.099,0.246,12.698,39.034,0.008,0.016
test/1.bin,0.086,0.216,24.025,70.925,0.006,0.014
test/1.bin,0.070,0.189,10.451,35.502,0.006,0.012
test/1.bin,0.060,0.160,20.798,71.278,0.005,0.010
test/1.bin,0.052,0.142,6.633,23.667,0.004,0.008
test/1.bin,0.044,0.129,7.408,28.111,0.003,0.007
test/1.bin,0.035,0.115,5.942,22.105,0.003,0.006
test/1.bin,0.033,0.106,5.019,13.042,0.002,0.004
test/1.bin,0.029,0.101,4.243,12.452,0.002,0.004
test/1.bin,0.023,0.087,7.036,17.597,0.002,0.003
test/1.bin,7.140,7.966,8.175,8.309,0.176,0.108
test/1.bin,6.270,7.133,8.644,8.674,0.164,0.099
test/1.bin,5.567,6.367,8.120,9.116,0.155,0.090
test/1.bin,4.907,5.670,9.267,10.665,0.145,0.086
test/1.bin,4.310,5.040,9.364,10.687,0.136,0.086
test/1.bin,3.805,4.499,7.945,8.472,0.127,0.081
test/1.bin,3.354,3.996,8.797,9.970,0.120,0.079
test/1.bin,2.966,3.572,9.025,8.762,0.113,0.077
test/1.bin,2.613,3.171,8.049,7.700,0.107,0.073
test/1.bin,2.295,2.815,8.789,9.140,0.100,0.068
test/1.bin,2.010,2.498,8.305,7.877,0.093,0.067
test/1.bin,1.778,2.212,10.826,9.552,0.088,0.062
test/1.bin,1.554,1.975,9.267,9.279,0.080,0.058
test/1.bin,1.362,1.748,7.211,5.891,0.075,0.055
test/1.bin,1.204,1.559,7.558,5.776,0.067,0.051
test/1.bin,1.062,1.386,7.638,6.219,0.060,0.045
test/1.bin,0.932,1.233,6.418,5.042,0.056,0.042
test/1.bin,0.816,1.112,6.011,4.860,0.050,0.038
test/1.bin,0.713,0.987,6.953,6.645,0.043,0.033
test/1.bin,0.636,0.888,6.441,5.518,0.038,0.030
test/1.bin,0.545,0.778,4.430,3.900,0.034,0.026
test/1.bin,0.489,0.697,5.192,5.656,0.033,0.024
test/1.bin,0.428,0.617,4.210,4.089,0.030,0.022
test/1.bin,0.377,0.550,4.174,4.907,0.026,0.019
test/1.bin,0.326,0.491,3.734,3.614,0.023,0.017
test/1.bin,0.289,0.438,3.387,2.800,0.021,0.015
test/1.bin,0.252,0.389,3.291,2.722,0.019,0.013
test/1.bin,0.221,0.348,3.203,2.410,0.017,0.012
test/1.bin,0.197,0.304,3.661,3.828,0.015,0.011
test/1.bin,0.168,0.274,3.108,2.269,0.014,0.010
test/1.bin,0.149,0.237,3.251,2.300,0.012,0.009
test/1.bin,0.130,0.214,3.694,2.949,0.011,0.008
test/1.bin,0.115,0.195,3.465,2.668,0.010,0.007
test/1.bin,10.226,7.648,8.756,8.643,0.256,0.118
test/1.bin,9.051,6.830,7.954,7.975,0.243,0.111
test/1.bin,8.010,6.114,9.866,10.391,0.233,0.105
test/1.bin,7.078,5.456,9.166,10.335,0.222,0.104
test/1.bin,6.216,4.863,11.187,13.130,0.212,0.100
test/1.bin,5.477,4.376,9.971,8.923,0.202,0.098
test/1.bin,4.795,3.904,9.753,7.335,0.192,0.092
test/1.bin,4.224,3.473,9.647,8.839,0.184,0.092
test/1.bin,3.721,3.095,11.333,9.251,0.177,0.087
test/1.bin,3.260,2.735,10.961,8.323,0.169,0.084
test/1.bin,2.839,2.439,10.731,8.732,0.160,0.080
test/1.bin,2.527,2.154,10.251,7.098,0.147,0.077
test/1.bin,2.229,1.923,11.084,8.959,0.138,0.072
test/1.bin,1.938,1.690,12.970,11.500,0.128,0.067
test/1.bin,1.703,1.516,10.881,7.814,0.117,0.061
test/1.bin,1.490,1.339,13.294,10.889,0.107,0.058
test/1.bin,1.298,1.172,10.622,7.566,0.094,0.053
test/1.bin,1.145,1.044,11.802,8.530,0.086,0.050
test/1.bin,0.991,0.918,7.887,6.539,0.076,0.045
test/1.bin,0.869,0.820,8.422,8.073,0.067,0.041
test/1.bin,0.767,0.719,8.570,7.637,0.061,0.037
test/1.bin,0.665,0.634,6.639,6.442,0.055,0.033
test/1.bin,0.584,0.546,5.352,5.034,0.051,0.030
test/1.bin,0.515,0.481,7.576,6.795,0.046,0.028
test/1.bin,0.443,0.423,5.705,5.509,0.041,0.025
test/1.bin,0.391,0.373,5.214,3.425,0.037,0.023
test/1.bin,0.340,0.322,5.283,3.779,0.034,0.020
test/1.bin,0.288,0.287,5.447,3.584,0.031,0.019
test/1.bin,0.262,0.256,5.419,3.624,0.026,0.016
test/1.bin,0.226,0.225,5.270,3.459,0.024,0.015
test/1.bin,0.192,0.190,5.559,4.399,0.021,0.014
test/1.bin,0.172,0.175,5.631,3.636,0.018,0.012
test/1.bin,0.150,0.155,5.673,4.113,0.016,0.011
test/1.bin,11.475,7.095,8.891,10.257,0.301,0.091
test/1.bin,10.179,6.436,8.844,9.897,0.286,0.086
test/1.bin,8.998,5.808,9.337,10.629,0.274,0.083
test/1.bin,7.942,5.222,8.168,9.687,0.262,0.081
test/1.bin,6.992,4.737,8.531,9.212,0.254,0.081
test/1.bin,6.134,4.282,8.919,10.392,0.240,0.078
test/1.bin,5.367,3.858,8.482,7.610,0.231,0.076
test/1.bin,4.703,3.474,8.531,8.549,0.221,0.073
test/1.bin,4.121,3.104,10.183,10.454,0.208,0.072
test/1.bin,3.597,2.785,8.301,6.934,0.200,0.069
test/1.bin,3.126,2.497,8.753,8.800,0.182,0.065
test/1.bin,2.790,2.225,8.523,7.750,0.170,0.062
test/1.bin,2.418,1.996,8.459,8.146,0.159,0.061
test/1.bin,2.116,1.771,9.507,8.424,0.145,0.057
test/1.bin,1.849,1.596,8.450,7.489,0.132,0.051
test/1.bin,1.623,1.413,8.836,7.285,0.119,0.048
test/1.bin,1.408,1.258,7.700,6.654,0.104,0.044
test/1.bin,1.222,1.120,7.944,6.781,0.094,0.041
test/1.bin,1.068,1.006,7.025,5.254,0.082,0.036
test/1.bin,0.929,0.889,7.477,5.910,0.072,0.033
test/1.bin,0.812,0.786,7.013,5.292,0.066,0.030
test/1.bin,0.715,0.698,7.077,4.312,0.060,0.027
test/1.bin,0.630,0.619,7.640,6.064,0.053,0.024
test/1.bin,0.535,0.545,7.617,4.764,0.047,0.022
test/1.bin,0.473,0.483,7.363,4.615,0.042,0.020
test/1.bin,0.408,0.421,7.634,4.718,0.038,0.018
test/1.bin,0.357,0.373,7.977,4.700,0.034,0.016
test/1.bin,0.310,0.332,7.539,3.827,0.030,0.015
test/1.bin,0.272,0.290,7.591,3.832,0.028,0.014
test/1.bin,0.234,0.257,7.686,4.160,0.025,0.012
test/1.bin,0.206,0.229,7.822,4.455,0.022,0.011
test/1.bin,0.179,0.205,7.939,4.866,0.019,0.010
test/1.bin,0.157,0.183,8.033,5.089,0.016,0.009
test/1.bin,7.435,11.089,6.803,9.082,0.233,0.184
test/1.bin,6.439,9.780,6.592,8.613,0.215,0.167
test/1.bin,5.531,8.587,6.771,9.636,0.200,0.152
test/1.bin,4.808,7.555,6.867,11.604,0.185,0.146
test/1.bin,4.136,6.611,6.681,9.326,0.170,0.140
test/1.bin,3.544,5.841,6.692,12.274,0.157,0.136
test/1.bin,3.030,5.110,7.117,12.411,0.143,0.135
test/1.bin,2.599,4.452,6.747,11.620,0.132,0.132
test/1.bin,2.203,3.850,6.902,12.448,0.121,0.128
test/1.bin,1.894,3.329,7.146,12.621,0.112,0.125
test/1.bin,1.590,2.864,7.011,11.219,0.100,0.119
test/1.bin,1.365,2.430,7.026,13.146,0.091,0.116
test/1.bin,1.137,2.089,7.227,12.121,0.081,0.108
test/1.bin,0.947,1.772,7.100,12.565,0.075,0.103
test/1.bin,0.795,1.528,7.172,12.604,0.066,0.095
test/1.bin,0.655,1.297,7.190,12.417,0.059,0.089
test/1.bin,0.539,1.107,7.099,12.021,0.052,0.079
test/1.bin,0.443,0.949,7.192,12.983,0.045,0.071
test/1.bin,0.373,0.827,7.105,12.848,0.039,0.065
test/1.bin,0.309,0.707,7.385,13.757,0.034,0.057
test/1.bin,0.260,0.618,7.086,12.807,0.030,0.049
test/1.bin,0.213,0.531,7.050,13.461,0.026,0.043
test/1.bin,0.174,0.453,7.010,12.952,0.023,0.038
test/1.bin,0.146,0.385,6.852,12.139,0.019,0.031
test/1.bin,0.122,0.335,6.811,12.596,0.017,0.027
test/1.bin,0.104,0.288,6.554,11.846,0.014,0.022
test/1.bin,0.086,0.248,6.493,12.588,0.012,0.018
test/1.bin,0.072,0.218,6.776,11.448,0.010,0.016
test/1.bin,0.062,0.190,6.570,11.753,0.009,0.013
test/1.bin,0.054,0.168,6.000,11.488,0.008,0.012
test/1.bin,0.047,0.145,5.962,10.146,0.007,0.010
test/1.bin,0.040,0.129,5.706,11.186,0.006,0.009
test/1.bin,0.034,0.113,5.972,10.930,0.005,0.007
test/1.bin,11.181,6.787,5.389,5.534,0.267,0.113
test/1.bin,9.899,6.063,5.261,5.141,0.254,0.105
test/1.bin,8.778,5.414,5.518,5.695,0.241,0.098
test/1.bin,7.779,4.823,5.517,5.673,0.229,0.092
test/1.bin,6.840,4.309,5.829,6.592,0.221,0.089
test/1.bin,6.016,3.844,5.413,5.572,0.210,0.083
test/1.bin,5.316,3.448,5.629,5.483,0.202,0.080
test/1.bin,4.674,3.074,5.791,5.867,0.193,0.076
test/1.bin,4.106,2.737,5.710,5.759,0.183,0.072
test/1.bin,3.593,2.435,5.463,5.048,0.174,0.067
test/1.bin,3.141,2.171,5.809,4.655,0.163,0.063
test/1.bin,2.782,1.920,6.359,6.070,0.151,0.061
test/1.bin,2.425,1.714,6.137,4.427,0.140,0.056
test/1.bin,2.095,1.518,5.884,4.473,0.130,0.054
test/1.bin,1.836,1.345,5.943,4.278,0.120,0.049
test/1.bin,1.598,1.209,5.817,3.989,0.105,0.044
test/1.bin,1.394,1.071,5.833,4.211,0.096,0.040
test/1.bin,1.223,0.963,5.917,4.235,0.083,0.036
test/1.bin,1.054,0.858,5.754,3.775,0.074,0.032
test/1.bin,0.922,0.756,6.047,3.690,0.067,0.030
test/1.bin,0.798,0.668,6.362,3.768,0.060,0.027
test/1.bin,0.692,0.591,6.287,3.801,0.055,0.024
test/1.bin,0.607,0.526,6.713,3.604,0.051,0.022
test/1.bin,0.521,0.467,6.666,4.222,0.045,0.020
test/1.bin,0.455,0.410,6.298,3.452,0.039,0.017
test/1.bin,0.399,0.365,6.642,4.414,0.035,0.016
test/1.bin,0.347,0.325,6.357,3.613,0.032,0.015
test/1.bin,0.302,0.283,6.654,4.240,0.029,0.014
test/1.bin,0.262,0.252,6.695,3.841,0.027,0.012
test/1.bin,0.227,0.222,6.670,3.726,0.024,0.011
test/1.bin,0.199,0.201,6.536,4.111,0.021,0.010
test/1.bin,0.167,0.176,6.877,4.866,0.019,0.009
test/1.bin,0.149,0.157,7.149,4.962,0.016,0.008
test/1.bin,12.522,6.458,5.504,13.962,0.251,0.111
test/1.bin,11.280,5.881,5.696,15.016,0.241,0.106
test/1.bin,10.154,5.371,5.377,15.512,0.231,0.096
test/1.bin,9.116,4.901,5.824,16.877,0.223,0.088
test/1.bin,8.169,4.469,6.024,18.068,0.214,0.083
test/1.bin,7.286,4.093,6.156,18.210,0.208,0.080
test/1.bin,6.499,3.728,6.355,18.708,0.198,0.074
test/1.bin,5.779,3.376,6.283,19.834,0.187,0.071
test/1.bin,5.119,3.056,5.981,19.729,0.183,0.069
test/1.bin,4.538,2.760,6.602,19.690,0.173,0.063
test/1.bin,3.981,2.492,6.081,20.270,0.160,0.060
test/1.bin,3.530,2.235,7.676,23.122,0.150,0.056
test/1.bin,3.083,2.020,6.974,22.705,0.136,0.051
test/1.bin,2.714,1.808,6.854,21.195,0.125,0.048
test/1.bin,2.361,1.624,7.560,21.088,0.114,0.044
test/1.bin,2.068,1.454,7.960,23.517,0.102,0.039
test/1.bin,1.793,1.293,9.014,25.019,0.091,0.036
test/1.bin,1.531,1.152,7.975,21.174,0.082,0.032
test/1.bin,1.340,1.029,8.717,26.430,0.073,0.029
test/1.bin,1.150,0.910,10.462,30.958,0.065,0.026
test/1.bin,1.011,0.800,9.401,23.783,0.059,0.023
test/1.bin,0.863,0.705,10.064,28.308,0.052,0.022
test/1.bin,0.765,0.625,11.127,28.820,0.047,0.019
test/1.bin,0.650,0.559,10.695,59.972,0.042,0.017
test/1.bin,0.571,0.489,13.094,63.342,0.037,0.016
test/1.bin,0.495,0.433,10.005,36.990,0.033,0.014
test/1.bin,0.435,0.389,15.087,67.565,0.030,0.013
test/1.bin,0.377,0.336,12.332,36.374,0.026,0.011
test/1.bin,0.328,0.302,11.046,24.213,0.023,0.010
test/1.bin,0.279,0.266,10.655,26.262,0.020,0.009
test/1.bin,0.246,0.239,10.639,18.205,0.018,0.008
test/1.bin,0.216,0.214,12.425,27.069,0.017,0.008
test/1.bin,0.181,0.193,10.457,19.238,0.014,0.007
test/1.bin,14.838,9.462,8.612,16.288,0.268,0.139
test/1.bin,13.386,8.615,8.764,15.378,0.256,0.131
test/1.bin,12.079,7.845,9.603,17.696,0.244,0.120
test/1.bin,10.872,7.110,9.167,18.015,0.232,0.116
test/1.bin,9.735,6.475,9.584,18.040,0.221,0.108
test/1.bin,8.688,5.869,10.001,18.144,0.210,0.100
test/1.bin,7.757,5.304,9.685,18.457,0.202,0.095
test/1.bin,6.890,4.804,10.000,20.080,0.191,0.089
test/1.bin,6.115,4.325,9.772,19.786,0.179,0.080
test/1.bin,5.431,3.876,10.031,19.829,0.171,0.076
test/1.bin,4.777,3.478,10.558,23.016,0.158,0.068
test/1.bin,4.260,3.103,10.053,20.419,0.143,0.064
test/1.bin,3.714,2.760,9.636,24.476,0.132,0.058
test/1.bin,3.254,2.458,10.243,21.537,0.121,0.054
test/1.bin,2.830,2.180,10.702,22.603,0.111,0.049
test/1.bin,2.479,1.927,10.019,22.661,0.097,0.044
test/1.bin,2.149,1.705,10.363,24.737,0.088,0.039
test/1.bin,1.858,1.505,9.611,23.928,0.077,0.035
test/1.bin,1.603,1.326,10.339,24.242,0.069,0.032
test/1.bin,1.365,1.164,9.925,28.533,0.062,0.030
test/1.bin,1.191,1.021,10.001,25.114,0.056,0.027
test/1.bin,1.012,0.892,10.002,28.640,0.049,0.024
test/1.bin,0.865,0.788,9.446,26.820,0.044,0.022
test/1.bin,0.731,0.693,10.362,26.723,0.040,0.020
test/1.bin,0.637,0.615,10.552,28.374,0.036,0.018
test/1.bin,0.544,0.539,10.388,27.907,0.032,0.016
test/1.bin,0.466,0.473,11.877,24.189,0.028,0.015
test/1.bin,0.399,0.425,11.307,26.476,0.025,0.013
test/1.bin,0.341,0.374,12.947,21.189,0.023,0.012
test/1.bin,0.294,0.334,12.042,21.370,0.020,0.011
test/1.bin,0.253,0.300,11.256,22.341,0.017,0.010
test/1.bin,0.224,0.273,11.371,27.726,0.015,0.009
test/1.bin,0.193,0.238,11.745,22.379,0.013,0.008
test/1.bin,33.327,34.641,10.790,19.610,0.730,0.755
test/1.bin,30.971,32.343,11.449,20.077,0.705,0.716
test/1.bin,28.783,30.246,10.931,19.215,0.684,0.692
test/1.bin,26.662,28.181,10.134,20.055,0.658,0.656
test/1.bin,24.595,26.170,11.523,20.005,0.631,0.617
test/1.bin,22.568,24.173,11.460,17.963,0.611,0.586
test/1.bin,20.670,22.266,10.685,18.125,0.581,0.542
test/1.bin,18.848,20.403,11.099,18.778,0.541,0.500
test/1.bin,17.115,18.595,11.077,18.857,0.508,0.455
test/1.bin,15.452,16.900,10.910,17.804,0.480,0.416
test/1.bin,13.755,15.169,9.774,17.144,0.429,0.360
test/1.bin,12.289,13.520,10.762,18.389,0.384,0.321
test/1.bin,10.751,11.970,11.606,19.992,0.343,0.275
test/1.bin,9.399,10.588,11.221,19.709,0.311,0.246
test/1.bin,8.038,9.197,11.550,19.358,0.275,0.214
test/1.bin,6.831,8.027,11.700,22.174,0.242,0.179
test/1.bin,5.687,6.916,14.743,28.404,0.216,0.159
test/1.bin,4.688,5.927,13.497,24.321,0.186,0.139
test/1.bin,3.820,5.051,13.829,25.632,0.163,0.118
test/1.bin,3.038,4.290,15.051,29.734,0.141,0.103
test/1.bin,2.429,3.603,15.557,28.495,0.120,0.087
test/1.bin,1.906,2.981,16.009,34.266,0.100,0.075
test/1.bin,1.498,2.455,14.357,25.749,0.087,0.067
test/1.bin,1.162,2.001,12.766,29.059,0.073,0.056
test/1.bin,0.912,1.614,12.689,27.703,0.062,0.049
test/1.bin,0.713,1.298,12.336,22.657,0.053,0.043
test/1.bin,0.558,1.044,12.696,24.140,0.045,0.038
test/1.bin,0.451,0.841,15.205,29.200,0.038,0.033
test/1.bin,0.361,0.680,12.338,26.029,0.032,0.027
test/1.bin,0.298,0.550,11.459,22.780,0.027,0.024
test/1.bin,0.243,0.453,14.229,28.513,0.023,0.021
test/1.bin,0.200,0.371,13.176,35.441,0.020,0.018
test/1.bin,0.163,0.302,12.725,24.895,0.017,0.016
test/1.bin,26.369,18.377,7.514,15.511,0.445,0.361
test/1.bin,24.443,17.034,6.816,17.519,0.432,0.347
test/1.bin,22.662,15.799,7.011,17.477,0.417,0.335
test/1.bin,20.974,14.611,8.486,18.193,0.396,0.315
test/1.bin,19.375,13.469,7.627,18.256,0.381,0.302
test/1.bin,17.745,12.323,7.361,19.149,0.363,0.281
test/1.bin,16.283,11.269,7.296,20.033,0.340,0.259
test/1.bin,14.878,10.278,7.805,20.570,0.320,0.241
test/1.bin,13.537,9.316,7.776,21.513,0.301,0.222
test/1.bin,12.334,8.455,8.676,21.508,0.283,0.207
test/1.bin,11.089,7.551,8.398,25.018,0.256,0.181
test/1.bin,9.922,6.723,7.883,23.259,0.230,0.161
test/1.bin,8.802,5.953,8.426,24.447,0.205,0.139
test/1.bin,7.772,5.247,8.787,25.725,0.184,0.121
test/1.bin,6.745,4.562,8.436,24.819,0.162,0.104
test/1.bin,5.796,3.934,8.023,27.403,0.143,0.091
test/1.bin,4.870,3.381,8.312,25.147,0.127,0.079
test/1.bin,4.003,2.884,8.436,26.269,0.111,0.066
test/1.bin,3.235,2.429,8.303,27.530,0.100,0.057
test/1.bin,2.545,2.066,12.731,50.251,0.087,0.048
test/1.bin,1.980,1.730,10.696,42.800,0.076,0.042
test/1.bin,1.526,1.432,10.528,28.533,0.068,0.035
test/1.bin,1.187,1.177,12.064,36.218,0.058,0.031
test/1.bin,0.925,0.961,11.424,23.059,0.050,0.027
test/1.bin,0.740,0.798,13.487,47.410,0.042,0.024
test/1.bin,0.598,0.667,13.500,34.185,0.036,0.020
test/1.bin,0.483,0.564,12.551,32.176,0.031,0.017
test/1.bin,0.404,0.480,11.825,26.883,0.027,0.014
test/1.bin,0.345,0.417,10.811,18.469,0.024,0.013
test/1.bin,0.293,0.364,12.003,19.937,0.021,0.011
test/1.bin,0.249,0.321,13.349,21.912,0.018,0.011
test/1.bin,0.211,0.279,12.780,22.399,0.016,0.009
test/1.bin,0.177,0.247,13.590,25.727,0.014,0.008
test/1.bin,23.967,14.945,7.650,12.890,0.554,0.264
test/1.bin,21.853,14.002,7.651,14.123,0.535,0.255
test/1.bin,19.877,13.043,7.331,11.177,0.507,0.240
test/1.bin,18.076,12.147,7.518,11.313,0.479,0.223
test/1.bin,16.367,11.316,7.244,11.279,0.460,0.215
test/1.bin,14.717,10.541,6.942,10.026,0.436,0.203
test/1.bin,13.254,9.751,7.642,12.183,0.412,0.195
test/1.bin,11.879,8.998,7.190,13.451,0.386,0.180
test/1.bin,10.616,8.254,7.133,13.478,0.358,0.166
test/1.bin,9.473,7.512,6.904,11.806,0.339,0.157
test/1.bin,8.336,6.845,7.404,13.812,0.303,0.140
test/1.bin,7.392,6.164,7.431,12.552,0.271,0.127
test/1.bin,6.439,5.565,7.413,14.832,0.243,0.116
test/1.bin,5.615,4.982,7.970,14.515,0.216,0.106
test/1.bin,4.849,4.456,8.332,15.152,0.190,0.094
test/1.bin,4.171,3.951,8.780,13.143,0.167,0.083
test/1.bin,3.527,3.469,8.844,14.122,0.145,0.076
test/1.bin,2.956,3.044,10.089,16.587,0.126,0.068
test/1.bin,2.457,2.642,9.358,15.496,0.109,0.060
test/1.bin,1.999,2.267,10.545,16.996,0.095,0.055
test/1.bin,1.590,1.934,11.001,17.365,0.084,0.049
test/1.bin,1.256,1.635,11.706,18.054,0.072,0.045
test/1.bin,0.975,1.387,12.288,18.646,0.062,0.039
test/1.bin,0.760,1.151,13.614,19.044,0.054,0.035
test/1.bin,0.599,0.964,13.072,19.312,0.047,0.031
test/1.bin,0.480,0.794,13.173,18.893,0.041,0.028
test/1.bin,0.388,0.659,12.661,18.961,0.035,0.024
test/1.bin,0.327,0.550,13.886,19.299,0.029,0.020
test/1.bin,0.267,0.464,12.683,19.957,0.026,0.019
test/1.bin,0.217,0.393,13.252,18.369,0.022,0.016
test/1.bin,0.181,0.337,13.764,18.079,0.019,0.014
test/1.bin,0.156,0.295,13.276,21.649,0.016,0.014
test/1.bin,0.133,0.257,12.924,21.608,0.013,0.012
test/1.bin,8.900,7.431,8.282,16.717,0.207,0.097
test/1.bin,7.951,6.725,8.768,24.831,0.198,0.093
test/1.bin,7.088,6.070,11.448,26.318,0.188,0.088
